total_usage,med_pred
71,67.4375
35,51.65269230769231
127,90.80326199164702
107,70.37125673400674
131,70.37125673400674
67,90.80326199164702
44,70.37125673400674
50,90.80326199164702
59,90.80326199164702
43,70.37125673400674
134,90.80326199164702
92,90.80326199164702
40,90.80326199164702
100,89.76104603929494
41,81.00628787878789
82,76.55819624819625
50.5,76.55819624819625
36,89.76104603929494
111,89.76104603929494
165,76.55819624819625
291,89.76104603929494
208,76.55819624819625
97,76.55819624819625
52.5,76.55819624819625
94,75.64
125,75.64
47.5,69.3034697940948
140,86.86554384341147
83,86.86554384341147
96.5,59.28928571428571
52,81.4085219968532
69,81.4085219968532
73,51.27333333333333
37,81.83833333333332
51,78.69859890109889
96,78.69859890109889
132,91.08469936721869
30,91.08469936721869
78,91.08469936721869
31,43.957499999999996
82,78.69859890109889
33,56.1025823709744
34.5,56.1025823709744
44,67.40261968958472
49.5,79.47599802974803
54,79.47599802974803
30,67.40261968958472
43,79.47599802974803
157,67.40261968958472
73.5,79.47599802974803
55.5,79.47599802974803
30.5,58.73491511348129
80,56.989999999999995
61,73.73083333333332
45,39.288333333333334
39.5,52.11032051282051
41,45.80416666666667
31,37.332857142857144
67,48.574679487179495
36,116.82666666666664
33,52.00416666666668
40,52.00416666666668
33,52.00416666666668
34,35.28666666666667
45,44.99011904761905
54.5,57.083333333333336
34,37.41666666666667
34,57.281547619047615
211,71.91999999999999
