total_usage,pca_pred
13.5,2.9357982496569592
0.5,2.9357982496569592
3,9.827756184829177
4,9.827756184829177
8,9.827756184829177
8.5,2.9357982496569592
4.5,2.9357982496569592
12,9.827756184829177
3,2.9357982496569592
1.5,2.9357982496569592
11,9.827756184829177
2,2.9357982496569592
2,2.9357982496569592
